Name,Product Type,Quantity Sold,Date Sold,Product Price (SGD)
Mizuna,Leafy Green,18,15/4/2021,3.8
Chye Sim,Leafy Green,50,17/4/2021,3.5
Ruby Red Lettuce,Leafy Green,26,17/4/2021,4.0
Mizuna,Leafy Green,16,17/4/2021,3.8
Green Emerald Lettuce,Leafy Green,42,18/4/2021,4.0
Chye Sim,Leafy Green,49,19/4/2021,3.5
Mizuna,Leafy Green,21,19/4/2021,3.8
Ruby Red Lettuce,Leafy Green,39,19/4/2021,4.0
Green Emerald Lettuce,Leafy Green,44,19/4/2021,4.0
Basil,Herb,19,20/4/2021,2.5
Mint,Herb,10,20/4/2021,2.5
Mizuna,Leafy Green,25,21/4/2021,3.8
Chye Sim,Leafy Green,39,21/4/2021,3.5
Green Emerald Lettuce,Leafy Green,43,21/4/2021,4.0
Basil,Herb,19,22/4/2021,2.5
Ruby Red Lettuce,Leafy Green,30,22/4/2021,4.0
Chye Sim,Leafy Green,53,23/4/2021,3.5
Mizuna,Leafy Green,28,23/4/2021,3.8
Mint,Herb,14,23/4/2021,2.5
Green Emerald Lettuce,Leafy Green,50,24/4/2021,4.0
Ruby Red Lettuce,Leafy Green,25,24/4/2021,4.0
Green Emerald Lettuce,Leafy Green,34,25/4/2021,4.0
Mizuna,Leafy Green,19,25/4/2021,3.8
Chye Sim,Leafy Green,46,26/4/2021,3.5
Mint,Herb,12,26/4/2021,2.5
Ruby Red Lettuce,Leafy Green,26,26/4/2021,4.0
Basil,Herb,13,26/4/2021,2.5
Mizuna,Leafy Green,27,27/4/2021,3.8
Chye Sim,Leafy Green,49,27/4/2021,3.5
Ruby Red Lettuce,Leafy Green,9,28/4/2021,4.0
Green Emerald Lettuce,Leafy Green,14,28/4/2021,4.0
Mint,Herb,4,29/4/2021,2.5
Green Emerald Lettuce,Leafy Green,14,29/4/2021,4.0
Mizuna,Leafy Green,14,30/4/2021,3.8
Chye Sim,Leafy Green,32,30/4/2021,3.5
Ruby Red Lettuce,Leafy Green,19,30/4/2021,4.0
Basil,Herb,9,30/4/2021,2.5
Green Emerald Lettuce,Leafy Green,44,1/5/2021,4.0
Basil,Herb,15,1/5/2021,2.5
Mint,Herb,8,2/5/2021,2.5
Mizuna,Leafy Green,14,2/5/2021,3.8
Ruby Red Lettuce,Leafy Green,12,3/5/2021,4.0
Chye Sim,Leafy Green,27,3/5/2021,3.5
Green Emerald Lettuce,Leafy Green,15,4/5/2021,4.0
Mizuna,Leafy Green,7,4/5/2021,3.8
Chye Sim,Leafy Green,9,4/5/2021,3.5
Basil,Herb,18,5/5/2021,2.5
Ruby Red Lettuce,Leafy Green,38,6/5/2021,4.0
Mizuna,Leafy Green,11,7/5/2021,3.8
Green Emerald Lettuce,Leafy Green,41,8/5/2021,4.0
Mint,Herb,14,8/5/2021,2.5
Mint,Herb,12,9/5/2021,2.5
Chye Sim,Leafy Green,54,9/5/2021,3.5
Ruby Red Lettuce,Leafy Green,31,9/5/2021,4.0
Chye Sim,Leafy Green,34,10/5/2021,3.5
Green Emerald Lettuce,Leafy Green,43,11/5/2021,4.0
Ruby Red Lettuce,Leafy Green,23,12/5/2021,4.0
Mizuna,Leafy Green,24,12/5/2021,3.8
Basil,Herb,17,12/5/2021,2.5
Ruby Red Lettuce,Leafy Green,33,14/5/2021,4.0
Mint,Herb,9,14/5/2021,2.5
Chye Sim,Leafy Green,47,14/5/2021,3.5
Basil,Herb,17,14/5/2021,2.5
Green Emerald Lettuce,Leafy Green,44,14/5/2021,4.0
Mizuna,Leafy Green,19,15/5/2021,3.8
Ruby Red Lettuce,Leafy Green,37,16/5/2021,4.0
Mizuna,Leafy Green,24,16/5/2021,3.8
Chye Sim,Leafy Green,41,16/5/2021,3.5
Green Emerald Lettuce,Leafy Green,47,17/5/2021,4.0
Chye Sim,Leafy Green,41,18/5/2021,3.5
Ruby Red Lettuce,Leafy Green,37,18/5/2021,4.0
Green Emerald Lettuce,Leafy Green,48,19/5/2021,4.0
Mizuna,Leafy Green,15,19/5/2021,3.8
Basil,Herb,25,19/5/2021,2.5
Mint,Herb,14,20/5/2021,2.5
Chye Sim,Leafy Green,55,20/5/2021,3.5
Ruby Red Lettuce,Leafy Green,29,21/5/2021,4.0
Mizuna,Leafy Green,22,21/5/2021,3.8
Green Emerald Lettuce,Leafy Green,46,21/5/2021,4.0
Chye Sim,Leafy Green,44,22/5/2021,3.5
Ruby Red Lettuce,Leafy Green,32,22/5/2021,4.0
Green Emerald Lettuce,Leafy Green,56,22/5/2021,4.0
Basil,Herb,16,23/5/2021,2.5
Mizuna,Leafy Green,16,23/5/2021,3.8
Mint,Herb,9,23/5/2021,2.5
Chye Sim,Leafy Green,53,24/5/2021,3.5
Mint,Herb,13,25/5/2021,2.5
Mizuna,Leafy Green,16,25/5/2021,3.8
Green Emerald Lettuce,Leafy Green,47,25/5/2021,4.0
Ruby Red Lettuce,Leafy Green,33,25/5/2021,4.0
Basil,Herb,16,26/5/2021,2.5
Mizuna,Leafy Green,27,27/5/2021,3.8
Green Emerald Lettuce,Leafy Green,47,27/5/2021,4.0
Chye Sim,Leafy Green,47,27/5/2021,3.5
Ruby Red Lettuce,Leafy Green,39,27/5/2021,4.0
Green Emerald Lettuce,Leafy Green,32,28/5/2021,4.0
Ruby Red Lettuce,Leafy Green,37,28/5/2021,4.0
Basil,Herb,19,29/5/2021,2.5
Mizuna,Leafy Green,17,29/5/2021,3.8
Chye Sim,Leafy Green,55,29/5/2021,3.5
Mizuna,Leafy Green,22,30/5/2021,3.8
Ruby Red Lettuce,Leafy Green,33,30/5/2021,4.0
Mint,Herb,10,30/5/2021,2.5
Chye Sim,Leafy Green,51,31/5/2021,3.5
Green Emerald Lettuce,Leafy Green,56,31/5/2021,4.0
Mizuna,Leafy Green,21,1/6/2021,3.8
Green Emerald Lettuce,Leafy Green,40,2/6/2021,4.0
Chye Sim,Leafy Green,51,3/6/2021,3.5
Ruby Red Lettuce,Leafy Green,36,3/6/2021,4.0
Basil,Herb,14,4/6/2021,2.5
Mint,Herb,11,4/6/2021,2.5
Chye Sim,Leafy Green,57,5/6/2021,3.5
Basil,Herb,18,5/6/2021,2.5
Ruby Red Lettuce,Leafy Green,39,5/6/2021,4.0
Mint,Herb,13,5/6/2021,2.5
Mizuna,Leafy Green,23,5/6/2021,3.8
Green Emerald Lettuce,Leafy Green,32,6/6/2021,4.0
Chye Sim,Leafy Green,54,7/6/2021,3.5
Ruby Red Lettuce,Leafy Green,34,7/6/2021,4.0
Green Emerald Lettuce,Leafy Green,58,8/6/2021,4.0
Mizuna,Leafy Green,22,8/6/2021,3.8
Mint,Herb,12,9/6/2021,2.5
Basil,Herb,16,10/6/2021,2.5
Green Emerald Lettuce,Leafy Green,53,10/6/2021,4.0
Chye Sim,Leafy Green,57,11/6/2021,3.5
Mizuna,Leafy Green,19,11/6/2021,3.8
Ruby Red Lettuce,Leafy Green,33,11/6/2021,4.0
Mint,Herb,11,14/6/2021,2.5
Basil,Herb,14,14/6/2021,2.5
Ruby Red Lettuce,Leafy Green,35,14/6/2021,4.0
Green Emerald Lettuce,Leafy Green,39,15/6/2021,4.0
Mizuna,Leafy Green,19,15/6/2021,3.8
Chye Sim,Leafy Green,64,15/6/2021,3.5
Green Emerald Lettuce,Leafy Green,55,16/6/2021,4.0
Basil,Herb,21,17/6/2021,2.5
Ruby Red Lettuce,Leafy Green,32,17/6/2021,4.0
Chye Sim,Leafy Green,61,18/6/2021,3.5
Mizuna,Leafy Green,21,18/6/2021,3.8
Mizuna,Leafy Green,20,19/6/2021,3.8
Mint,Herb,15,19/6/2021,2.5
Green Emerald Lettuce,Leafy Green,54,19/6/2021,4.0
Chye Sim,Leafy Green,57,19/6/2021,3.5
Ruby Red Lettuce,Leafy Green,28,20/6/2021,4.0
Basil,Herb,25,21/6/2021,2.5
Green Emerald Lettuce,Leafy Green,43,22/6/2021,4.0
Ruby Red Lettuce,Leafy Green,26,22/6/2021,4.0
Chye Sim,Leafy Green,61,22/6/2021,3.5
Mizuna,Leafy Green,17,22/6/2021,3.8
Green Emerald Lettuce,Leafy Green,29,23/6/2021,4.0
Ruby Red Lettuce,Leafy Green,44,23/6/2021,4.0
Chye Sim,Leafy Green,63,24/6/2021,3.5
Mint,Herb,11,24/6/2021,2.5
Mizuna,Leafy Green,16,24/6/2021,3.8
Ruby Red Lettuce,Leafy Green,28,25/6/2021,4.0
Mint,Herb,12,25/6/2021,2.5
Green Emerald Lettuce,Leafy Green,56,25/6/2021,4.0
Mizuna,Leafy Green,17,25/6/2021,3.8
Basil,Herb,14,26/6/2021,2.5
Chye Sim,Leafy Green,30,26/6/2021,3.5
Green Emerald Lettuce,Leafy Green,22,27/6/2021,4.0
Chye Sim,Leafy Green,35,27/6/2021,3.5
Ruby Red Lettuce,Leafy Green,19,27/6/2021,4.0
Mizuna,Leafy Green,10,28/6/2021,3.8
Mint,Herb,7,29/6/2021,2.5
Chye Sim,Leafy Green,35,29/6/2021,3.5
Mizuna,Leafy Green,11,29/6/2021,3.8
Ruby Red Lettuce,Leafy Green,16,29/6/2021,4.0
Basil,Herb,10,30/6/2021,2.5
Green Emerald Lettuce,Leafy Green,20,30/6/2021,4.0
Chye Sim,Leafy Green,49,2/7/2021,3.5
Mint,Herb,9,2/7/2021,2.5
Green Emerald Lettuce,Leafy Green,37,2/7/2021,4.0
Ruby Red Lettuce,Leafy Green,35,2/7/2021,4.0
Mizuna,Leafy Green,11,3/7/2021,3.8
Basil,Herb,18,4/7/2021,2.5
Chye Sim,Leafy Green,66,5/7/2021,3.5
Green Emerald Lettuce,Leafy Green,53,5/7/2021,4.0
Mint,Herb,14,6/7/2021,2.5
Mizuna,Leafy Green,15,6/7/2021,3.8
Ruby Red Lettuce,Leafy Green,28,6/7/2021,4.0
Mizuna,Leafy Green,23,7/7/2021,3.8
Basil,Herb,15,7/7/2021,2.5
Green Emerald Lettuce,Leafy Green,33,9/7/2021,4.0
Basil,Herb,17,9/7/2021,2.5
Mint,Herb,15,9/7/2021,2.5
Ruby Red Lettuce,Leafy Green,29,9/7/2021,4.0
Chye Sim,Leafy Green,43,9/7/2021,3.5
Green Emerald Lettuce,Leafy Green,45,10/7/2021,4.0
Mizuna,Leafy Green,12,11/7/2021,3.8
Ruby Red Lettuce,Leafy Green,25,11/7/2021,4.0
Chye Sim,Leafy Green,68,12/7/2021,3.5
Chye Sim,Leafy Green,54,13/7/2021,3.5
Basil,Herb,20,14/7/2021,2.5
Ruby Red Lettuce,Leafy Green,43,14/7/2021,4.0
Mizuna,Leafy Green,19,14/7/2021,3.8
Green Emerald Lettuce,Leafy Green,47,15/7/2021,4.0
Mint,Herb,13,15/7/2021,2.5
Mizuna,Leafy Green,18,16/7/2021,3.8
Ruby Red Lettuce,Leafy Green,26,16/7/2021,4.0
Chye Sim,Leafy Green,63,16/7/2021,3.5
Basil,Herb,18,17/7/2021,2.5
Green Emerald Lettuce,Leafy Green,39,17/7/2021,4.0
Mint,Herb,14,17/7/2021,2.5
Green Emerald Lettuce,Leafy Green,35,18/7/2021,4.0
Chye Sim,Leafy Green,61,18/7/2021,3.5
Mizuna,Leafy Green,14,18/7/2021,3.8
Ruby Red Lettuce,Leafy Green,31,18/7/2021,4.0
Mizuna,Leafy Green,17,20/7/2021,3.8
Ruby Red Lettuce,Leafy Green,28,20/7/2021,4.0
Green Emerald Lettuce,Leafy Green,38,21/7/2021,4.0
Chye Sim,Leafy Green,70,21/7/2021,3.5
Basil,Herb,13,22/7/2021,2.5
Mint,Herb,12,22/7/2021,2.5
Green Emerald Lettuce,Leafy Green,37,23/7/2021,4.0
Mizuna,Leafy Green,19,23/7/2021,3.8
Ruby Red Lettuce,Leafy Green,40,23/7/2021,4.0
Chye Sim,Leafy Green,55,23/7/2021,3.5
Green Emerald Lettuce,Leafy Green,41,24/7/2021,4.0
Mizuna,Leafy Green,16,24/7/2021,3.8
Chye Sim,Leafy Green,52,25/7/2021,3.5
Ruby Red Lettuce,Leafy Green,33,25/7/2021,4.0
Mizuna,Leafy Green,15,26/7/2021,3.8
Ruby Red Lettuce,Leafy Green,36,26/7/2021,4.0
Chye Sim,Leafy Green,61,27/7/2021,3.5
Basil,Herb,20,27/7/2021,2.5
Mint,Herb,11,27/7/2021,2.5
Green Emerald Lettuce,Leafy Green,47,27/7/2021,4.0
Mizuna,Leafy Green,15,28/7/2021,3.8
Green Emerald Lettuce,Leafy Green,54,28/7/2021,4.0
Chye Sim,Leafy Green,70,28/7/2021,3.5
Basil,Herb,21,29/7/2021,2.5
Ruby Red Lettuce,Leafy Green,27,29/7/2021,4.0
Chye Sim,Leafy Green,59,30/7/2021,3.5
Ruby Red Lettuce,Leafy Green,34,30/7/2021,4.0
Mizuna,Leafy Green,12,30/7/2021,3.8
Green Emerald Lettuce,Leafy Green,39,31/7/2021,4.0
Mint,Herb,13,31/7/2021,2.5
Ruby Red Lettuce,Leafy Green,30,1/8/2021,4.0
Mizuna,Leafy Green,18,1/8/2021,3.8
Mint,Herb,12,1/8/2021,2.5
Basil,Herb,19,1/8/2021,2.5
Green Emerald Lettuce,Leafy Green,26,2/8/2021,4.0
Chye Sim,Leafy Green,59,3/8/2021,3.5
Chye Sim,Leafy Green,66,4/8/2021,3.5
Green Emerald Lettuce,Leafy Green,41,4/8/2021,4.0
Mizuna,Leafy Green,14,5/8/2021,3.8
Ruby Red Lettuce,Leafy Green,33,6/8/2021,4.0
Mint,Herb,14,7/8/2021,2.5
Ruby Red Lettuce,Leafy Green,33,7/8/2021,4.0
Basil,Herb,20,7/8/2021,2.5
Mizuna,Leafy Green,16,8/8/2021,3.8
Green Emerald Lettuce,Leafy Green,32,8/8/2021,4.0
Mint,Herb,12,9/8/2021,2.5
Basil,Herb,16,9/8/2021,2.5
Chye Sim,Leafy Green,68,9/8/2021,3.5
Ruby Red Lettuce,Leafy Green,38,11/8/2021,4.0
Green Emerald Lettuce,Leafy Green,24,11/8/2021,4.0
Mizuna,Leafy Green,16,12/8/2021,3.8
Chye Sim,Leafy Green,56,12/8/2021,3.5
Mizuna,Leafy Green,14,13/8/2021,3.8
Mint,Herb,12,13/8/2021,2.5
Chye Sim,Leafy Green,55,14/8/2021,3.5
Ruby Red Lettuce,Leafy Green,28,15/8/2021,4.0
Green Emerald Lettuce,Leafy Green,40,15/8/2021,4.0
Green Emerald Lettuce,Leafy Green,54,16/8/2021,4.0
Chye Sim,Leafy Green,47,16/8/2021,3.5
Basil,Herb,15,16/8/2021,2.5
Ruby Red Lettuce,Leafy Green,28,17/8/2021,4.0
Mizuna,Leafy Green,15,17/8/2021,3.8
Basil,Herb,16,18/8/2021,2.5
Green Emerald Lettuce,Leafy Green,32,18/8/2021,4.0
Mizuna,Leafy Green,13,18/8/2021,3.8
Chye Sim,Leafy Green,59,19/8/2021,3.5
Ruby Red Lettuce,Leafy Green,27,19/8/2021,4.0
Mint,Herb,13,19/8/2021,2.5
Green Emerald Lettuce,Leafy Green,44,20/8/2021,4.0
Ruby Red Lettuce,Leafy Green,29,20/8/2021,4.0
Chye Sim,Leafy Green,52,20/8/2021,3.5
Mizuna,Leafy Green,16,21/8/2021,3.8
Green Emerald Lettuce,Leafy Green,36,22/8/2021,4.0
Ruby Red Lettuce,Leafy Green,28,22/8/2021,4.0
Mizuna,Leafy Green,16,22/8/2021,3.8
Basil,Herb,16,23/8/2021,2.5
Mint,Herb,8,23/8/2021,2.5
Chye Sim,Leafy Green,53,23/8/2021,3.5
Chye Sim,Leafy Green,72,24/8/2021,3.5
Ruby Red Lettuce,Leafy Green,33,24/8/2021,4.0
Mizuna,Leafy Green,19,25/8/2021,3.8
Green Emerald Lettuce,Leafy Green,39,25/8/2021,4.0
Basil,Herb,14,25/8/2021,2.5
Green Emerald Lettuce,Leafy Green,41,26/8/2021,4.0
Mizuna,Leafy Green,18,27/8/2021,3.8
Mint,Herb,10,27/8/2021,2.5
Ruby Red Lettuce,Leafy Green,34,27/8/2021,4.0
Chye Sim,Leafy Green,75,27/8/2021,3.5
Chye Sim,Leafy Green,60,28/8/2021,3.5
Mizuna,Leafy Green,16,28/8/2021,3.8
Green Emerald Lettuce,Leafy Green,36,28/8/2021,4.0
Ruby Red Lettuce,Leafy Green,28,28/8/2021,4.0
Basil,Herb,19,29/8/2021,2.5
Green Emerald Lettuce,Leafy Green,35,30/8/2021,4.0
Mizuna,Leafy Green,16,31/8/2021,3.8
Mint,Herb,12,31/8/2021,2.5
Ruby Red Lettuce,Leafy Green,23,31/8/2021,4.0
Chye Sim,Leafy Green,54,31/8/2021,3.5
Chye Sim,Leafy Green,45,1/9/2021,3.5
Basil,Herb,14,1/9/2021,2.5
Mizuna,Leafy Green,22,1/9/2021,3.8
Green Emerald Lettuce,Leafy Green,32,2/9/2021,4.0
Mint,Herb,12,3/9/2021,2.5
Ruby Red Lettuce,Leafy Green,29,3/9/2021,4.0
Ruby Red Lettuce,Leafy Green,26,4/9/2021,4.0
Mizuna,Leafy Green,16,4/9/2021,3.8
Green Emerald Lettuce,Leafy Green,37,4/9/2021,4.0
Chye Sim,Leafy Green,62,5/9/2021,3.5
Basil,Herb,18,6/9/2021,2.5
Chye Sim,Leafy Green,69,7/9/2021,3.5
Green Emerald Lettuce,Leafy Green,27,7/9/2021,4.0
Mizuna,Leafy Green,17,8/9/2021,3.8
Mint,Herb,10,8/9/2021,2.5
Ruby Red Lettuce,Leafy Green,26,9/9/2021,4.0
Mint,Herb,12,9/9/2021,2.5
Mizuna,Leafy Green,15,10/9/2021,3.8
Chye Sim,Leafy Green,66,10/9/2021,3.5
Green Emerald Lettuce,Leafy Green,20,10/9/2021,4.0
Ruby Red Lettuce,Leafy Green,29,12/9/2021,4.0
Basil,Herb,14,12/9/2021,2.5
Chye Sim,Leafy Green,55,13/9/2021,3.5
Green Emerald Lettuce,Leafy Green,30,14/9/2021,4.0
Mint,Herb,13,14/9/2021,2.5
Mizuna,Leafy Green,17,14/9/2021,3.8
Ruby Red Lettuce,Leafy Green,33,15/9/2021,4.0
Mizuna,Leafy Green,15,16/9/2021,3.8
Basil,Herb,20,16/9/2021,2.5
Green Emerald Lettuce,Leafy Green,32,17/9/2021,4.0
Chye Sim,Leafy Green,69,18/9/2021,3.5
Ruby Red Lettuce,Leafy Green,19,18/9/2021,4.0
Basil,Herb,18,18/9/2021,2.5
Mint,Herb,10,19/9/2021,2.5
Chye Sim,Leafy Green,51,19/9/2021,3.5
Green Emerald Lettuce,Leafy Green,25,19/9/2021,4.0
Mizuna,Leafy Green,18,20/9/2021,3.8
Ruby Red Lettuce,Leafy Green,16,20/9/2021,4.0
Chye Sim,Leafy Green,57,21/9/2021,3.5
Ruby Red Lettuce,Leafy Green,33,21/9/2021,4.0
Green Emerald Lettuce,Leafy Green,29,21/9/2021,4.0
Mizuna,Leafy Green,20,21/9/2021,3.8
Basil,Herb,16,22/9/2021,2.5
Mint,Herb,10,23/9/2021,2.5
Chye Sim,Leafy Green,54,23/9/2021,3.5
Green Emerald Lettuce,Leafy Green,31,23/9/2021,4.0
Mizuna,Leafy Green,13,24/9/2021,3.8
Ruby Red Lettuce,Leafy Green,19,24/9/2021,4.0
Green Emerald Lettuce,Leafy Green,35,25/9/2021,4.0
Mizuna,Leafy Green,14,26/9/2021,3.8
Mint,Herb,11,26/9/2021,2.5
Ruby Red Lettuce,Leafy Green,24,26/9/2021,4.0
Chye Sim,Leafy Green,56,26/9/2021,3.5
Basil,Herb,23,27/9/2021,2.5
Ruby Red Lettuce,Leafy Green,20,27/9/2021,4.0
Green Emerald Lettuce,Leafy Green,33,27/9/2021,4.0
Basil,Herb,15,28/9/2021,2.5
Chye Sim,Leafy Green,55,28/9/2021,3.5
Mint,Herb,9,28/9/2021,2.5
Mizuna,Leafy Green,23,28/9/2021,3.8
Ruby Red Lettuce,Leafy Green,20,29/9/2021,4.0
Chye Sim,Leafy Green,53,29/9/2021,3.5
Green Emerald Lettuce,Leafy Green,25,30/9/2021,4.0
Mizuna,Leafy Green,17,30/9/2021,3.8
Mizuna,Leafy Green,24,1/10/2021,3.8
Mint,Herb,10,1/10/2021,2.5
Basil,Herb,14,2/10/2021,2.5
Chye Sim,Leafy Green,63,2/10/2021,3.5
Ruby Red Lettuce,Leafy Green,20,3/10/2021,4.0
Green Emerald Lettuce,Leafy Green,47,3/10/2021,4.0
Green Emerald Lettuce,Leafy Green,39,4/10/2021,4.0
Mizuna,Leafy Green,23,5/10/2021,3.8
Basil,Herb,12,5/10/2021,2.5
Ruby Red Lettuce,Leafy Green,19,5/10/2021,4.0
Chye Sim,Leafy Green,47,6/10/2021,3.5
Green Emerald Lettuce,Leafy Green,41,7/10/2021,4.0
Mint,Herb,15,7/10/2021,2.5
Ruby Red Lettuce,Leafy Green,26,9/10/2021,4.0
Basil,Herb,13,9/10/2021,2.5
Mint,Herb,11,9/10/2021,2.5
Mizuna,Leafy Green,18,9/10/2021,3.8
Chye Sim,Leafy Green,49,9/10/2021,3.5
Mizuna,Leafy Green,17,11/10/2021,3.8
Chye Sim,Leafy Green,54,11/10/2021,3.5
Ruby Red Lettuce,Leafy Green,22,12/10/2021,4.0
Green Emerald Lettuce,Leafy Green,40,12/10/2021,4.0
Green Emerald Lettuce,Leafy Green,33,13/10/2021,4.0
Mizuna,Leafy Green,19,14/10/2021,3.8
Chye Sim,Leafy Green,39,14/10/2021,3.5
Mint,Herb,8,14/10/2021,2.5
Ruby Red Lettuce,Leafy Green,21,15/10/2021,4.0
Basil,Herb,14,16/10/2021,2.5
Green Emerald Lettuce,Leafy Green,30,16/10/2021,4.0
Mizuna,Leafy Green,19,17/10/2021,3.8
Chye Sim,Leafy Green,40,17/10/2021,3.5
Mint,Herb,11,17/10/2021,2.5
Ruby Red Lettuce,Leafy Green,27,17/10/2021,4.0
Mizuna,Leafy Green,23,18/10/2021,3.8
Ruby Red Lettuce,Leafy Green,24,18/10/2021,4.0
Basil,Herb,14,18/10/2021,2.5
Chye Sim,Leafy Green,53,19/10/2021,3.5
Green Emerald Lettuce,Leafy Green,29,19/10/2021,4.0
Chye Sim,Leafy Green,42,20/10/2021,3.5
Ruby Red Lettuce,Leafy Green,26,21/10/2021,4.0
Green Emerald Lettuce,Leafy Green,22,21/10/2021,4.0
Mizuna,Leafy Green,22,21/10/2021,3.8
Ruby Red Lettuce,Leafy Green,31,22/10/2021,4.0
Mint,Herb,9,22/10/2021,2.5
Green Emerald Lettuce,Leafy Green,45,22/10/2021,4.0
Mizuna,Leafy Green,22,23/10/2021,3.8
Chye Sim,Leafy Green,45,23/10/2021,3.5
Basil,Herb,12,24/10/2021,2.5
Ruby Red Lettuce,Leafy Green,20,24/10/2021,4.0
Mizuna,Leafy Green,23,24/10/2021,3.8
Chye Sim,Leafy Green,53,25/10/2021,3.5
Green Emerald Lettuce,Leafy Green,32,25/10/2021,4.0
Mint,Herb,11,26/10/2021,2.5
Chye Sim,Leafy Green,54,26/10/2021,3.5
Green Emerald Lettuce,Leafy Green,35,26/10/2021,4.0
Mizuna,Leafy Green,22,26/10/2021,3.8
Basil,Herb,13,27/10/2021,2.5
Ruby Red Lettuce,Leafy Green,24,27/10/2021,4.0
Mizuna,Leafy Green,20,28/10/2021,3.8
Chye Sim,Leafy Green,50,28/10/2021,3.5
Green Emerald Lettuce,Leafy Green,33,28/10/2021,4.0
Ruby Red Lettuce,Leafy Green,24,29/10/2021,4.0
Chye Sim,Leafy Green,62,30/10/2021,3.5
Green Emerald Lettuce,Leafy Green,38,30/10/2021,4.0
Mint,Herb,10,30/10/2021,2.5
Ruby Red Lettuce,Leafy Green,25,31/10/2021,4.0
Mizuna,Leafy Green,17,31/10/2021,3.8
Basil,Herb,15,31/10/2021,2.5
Chye Sim,Leafy Green,44,1/11/2021,3.5
Basil,Herb,13,1/11/2021,2.5
Mint,Herb,12,1/11/2021,2.5
Mizuna,Leafy Green,31,2/11/2021,3.8
Ruby Red Lettuce,Leafy Green,28,2/11/2021,4.0
Green Emerald Lettuce,Leafy Green,39,3/11/2021,4.0
Mizuna,Leafy Green,27,4/11/2021,3.8
Ruby Red Lettuce,Leafy Green,26,4/11/2021,4.0
Green Emerald Lettuce,Leafy Green,44,5/11/2021,4.0
Chye Sim,Leafy Green,34,6/11/2021,3.5
Chye Sim,Leafy Green,44,7/11/2021,3.5
Green Emerald Lettuce,Leafy Green,31,8/11/2021,4.0
Basil,Herb,16,8/11/2021,2.5
Ruby Red Lettuce,Leafy Green,22,8/11/2021,4.0
Mizuna,Leafy Green,26,8/11/2021,3.8
Mint,Herb,9,8/11/2021,2.5
Basil,Herb,10,9/11/2021,2.5
Ruby Red Lettuce,Leafy Green,30,10/11/2021,4.0
Mizuna,Leafy Green,23,10/11/2021,3.8
Chye Sim,Leafy Green,37,11/11/2021,3.5
Mint,Herb,8,11/11/2021,2.5
Green Emerald Lettuce,Leafy Green,28,12/11/2021,4.0
Chye Sim,Leafy Green,40,13/11/2021,3.5
Basil,Herb,11,14/11/2021,2.5
Green Emerald Lettuce,Leafy Green,27,15/11/2021,4.0
Mizuna,Leafy Green,26,15/11/2021,3.8
Ruby Red Lettuce,Leafy Green,28,15/11/2021,4.0
Ruby Red Lettuce,Leafy Green,29,16/11/2021,4.0
Mint,Herb,11,16/11/2021,2.5
Mint,Herb,9,17/11/2021,2.5
Green Emerald Lettuce,Leafy Green,49,17/11/2021,4.0
Chye Sim,Leafy Green,52,18/11/2021,3.5
Basil,Herb,11,18/11/2021,2.5
Mizuna,Leafy Green,21,18/11/2021,3.8
Green Emerald Lettuce,Leafy Green,19,19/11/2021,4.0
Mizuna,Leafy Green,10,19/11/2021,3.8
Ruby Red Lettuce,Leafy Green,13,19/11/2021,4.0
Chye Sim,Leafy Green,50,20/11/2021,3.5
Mint,Herb,11,21/11/2021,2.5
Mizuna,Leafy Green,22,21/11/2021,3.8
Green Emerald Lettuce,Leafy Green,62,21/11/2021,4.0
Chye Sim,Leafy Green,55,21/11/2021,3.5
Ruby Red Lettuce,Leafy Green,33,22/11/2021,4.0
Basil,Herb,12,22/11/2021,2.5
Green Emerald Lettuce,Leafy Green,27,24/11/2021,4.0
Mizuna,Leafy Green,15,24/11/2021,3.8
Chye Sim,Leafy Green,29,24/11/2021,3.5
Ruby Red Lettuce,Leafy Green,25,24/11/2021,4.0
Ruby Red Lettuce,Leafy Green,13,25/11/2021,4.0
Green Emerald Lettuce,Leafy Green,38,26/11/2021,4.0
Mizuna,Leafy Green,22,26/11/2021,3.8
Chye Sim,Leafy Green,49,26/11/2021,3.5
Mint,Herb,9,27/11/2021,2.5
Basil,Herb,12,27/11/2021,2.5
Green Emerald Lettuce,Leafy Green,45,27/11/2021,4.0
Mizuna,Leafy Green,24,27/11/2021,3.8
Chye Sim,Leafy Green,51,28/11/2021,3.5
Ruby Red Lettuce,Leafy Green,31,28/11/2021,4.0
Chye Sim,Leafy Green,42,29/11/2021,3.5
Ruby Red Lettuce,Leafy Green,27,29/11/2021,4.0
Mizuna,Leafy Green,23,29/11/2021,3.8
Mint,Herb,8,29/11/2021,2.5
Basil,Herb,12,30/11/2021,2.5
Green Emerald Lettuce,Leafy Green,52,30/11/2021,4.0
Green Emerald Lettuce,Leafy Green,45,1/12/2021,4.0
Mint,Herb,7,2/12/2021,2.5
Mizuna,Leafy Green,26,2/12/2021,3.8
Chye Sim,Leafy Green,45,2/12/2021,3.5
Ruby Red Lettuce,Leafy Green,25,3/12/2021,4.0
Basil,Herb,7,4/12/2021,2.5
Green Emerald Lettuce,Leafy Green,44,5/12/2021,4.0
Chye Sim,Leafy Green,54,5/12/2021,3.5
Ruby Red Lettuce,Leafy Green,23,5/12/2021,4.0
Mizuna,Leafy Green,28,5/12/2021,3.8
Mint,Herb,7,7/12/2021,2.5
